original_filename,new_filename,class,view,condition
speedboat_normal_0024.jpg,SPEEDBOAT_UNK_DAY_0105.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0025.jpg,SPEEDBOAT_UNK_DAY_0106.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0026.jpg,SPEEDBOAT_UNK_DAY_0107.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0027.jpg,SPEEDBOAT_UNK_DAY_0108.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0028.jpg,SPEEDBOAT_UNK_DAY_0109.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0029.jpg,SPEEDBOAT_UNK_DAY_0110.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0030.jpg,SPEEDBOAT_UNK_DAY_0111.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0031.jpg,SPEEDBOAT_UNK_DAY_0112.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0032.jpg,SPEEDBOAT_UNK_DAY_0113.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0033.jpg,SPEEDBOAT_UNK_DAY_0114.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0034.jpg,SPEEDBOAT_UNK_DAY_0115.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0035.jpg,SPEEDBOAT_UNK_DAY_0116.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0036.jpg,SPEEDBOAT_UNK_DAY_0117.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0037.jpg,SPEEDBOAT_UNK_DAY_0118.jpg,SPEEDBOAT,UNK,DAY
speedboat_normal_0038.jpg,SPEEDBOAT_UNK_DAY_0119.jpg,SPEEDBOAT,UNK,DAY
yacht_aerial_0001.jpg,YACHT_AERIAL_DAY_0001.jpg,YACHT,AERIAL,DAY
yacht_aerial_0002.jpg,YACHT_AERIAL_DAY_0002.jpg,YACHT,AERIAL,DAY
yacht_aerial_0003.jpg,YACHT_AERIAL_DAY_0003.jpg,YACHT,AERIAL,DAY
yacht_aerial_0004.jpg,YACHT_AERIAL_DAY_0004.jpg,YACHT,AERIAL,DAY
yacht_aerial_0005.jpg,YACHT_AERIAL_DAY_0005.jpg,YACHT,AERIAL,DAY
yacht_aerial_0006.jpg,YACHT_AERIAL_DAY_0006.jpg,YACHT,AERIAL,DAY
yacht_aerial_0007.jpg,YACHT_AERIAL_DAY_0007.jpg,YACHT,AERIAL,DAY
yacht_aerial_0008.jpg,YACHT_AERIAL_DAY_0008.jpg,YACHT,AERIAL,DAY
yacht_aerial_0009.png,YACHT_AERIAL_DAY_0009.png,YACHT,AERIAL,DAY
yacht_aerial_0010.jpg,YACHT_AERIAL_DAY_0010.jpg,YACHT,AERIAL,DAY
yacht_aerial_0011.jpg,YACHT_AERIAL_DAY_0011.jpg,YACHT,AERIAL,DAY
yacht_aerial_0012.jpg,YACHT_AERIAL_DAY_0012.jpg,YACHT,AERIAL,DAY
yacht_aerial_0013.jpg,YACHT_AERIAL_DAY_0013.jpg,YACHT,AERIAL,DAY
yacht_difficult_0001.jpg,YACHT_UNK_UNK_0014.jpg,YACHT,UNK,UNK
yacht_difficult_0002.jpg,YACHT_UNK_UNK_0015.jpg,YACHT,UNK,UNK
yacht_difficult_0003.jpg,YACHT_UNK_UNK_0016.jpg,YACHT,UNK,UNK
yacht_difficult_0004.jpg,YACHT_UNK_UNK_0017.jpg,YACHT,UNK,UNK
yacht_difficult_0005.jpg,YACHT_UNK_UNK_0018.jpg,YACHT,UNK,UNK
yacht_difficult_0006.jpg,YACHT_UNK_UNK_0019.jpg,YACHT,UNK,UNK
yacht_difficult_0007.jpg,YACHT_UNK_UNK_0020.jpg,YACHT,UNK,UNK
yacht_difficult_0008.jpg,YACHT_UNK_UNK_0021.jpg,YACHT,UNK,UNK
yacht_difficult_0009.jpg,YACHT_UNK_UNK_0022.jpg,YACHT,UNK,UNK
yacht_difficult_0010.jpg,YACHT_UNK_UNK_0023.jpg,YACHT,UNK,UNK
yacht_difficult_0011.jpg,YACHT_UNK_UNK_0024.jpg,YACHT,UNK,UNK
yacht_difficult_0012.jpg,YACHT_UNK_UNK_0025.jpg,YACHT,UNK,UNK
yacht_difficult_0013.jpg,YACHT_UNK_UNK_0026.jpg,YACHT,UNK,UNK
yacht_difficult_0014.jpg,YACHT_UNK_UNK_0027.jpg,YACHT,UNK,UNK
yacht_difficult_0015.jpg,YACHT_UNK_UNK_0028.jpg,YACHT,UNK,UNK
yacht_difficult_0016.jpg,YACHT_UNK_UNK_0029.jpg,YACHT,UNK,UNK
yacht_difficult_0017.jpg,YACHT_UNK_UNK_0030.jpg,YACHT,UNK,UNK
yacht_difficult_0018.jpg,YACHT_UNK_UNK_0031.jpg,YACHT,UNK,UNK
yacht_difficult_0019.jpg,YACHT_UNK_UNK_0032.jpg,YACHT,UNK,UNK
yacht_difficult_0020.jpg,YACHT_UNK_UNK_0033.jpg,YACHT,UNK,UNK
yacht_difficult_0021.jpg,YACHT_UNK_UNK_0034.jpg,YACHT,UNK,UNK
yacht_difficult_0022.jpg,YACHT_UNK_UNK_0035.jpg,YACHT,UNK,UNK
yacht_difficult_0023.jpg,YACHT_UNK_UNK_0036.jpg,YACHT,UNK,UNK
yacht_difficult_0024.jpg,YACHT_UNK_UNK_0037.jpg,YACHT,UNK,UNK
yacht_difficult_0025.jpg,YACHT_UNK_UNK_0038.jpg,YACHT,UNK,UNK
yacht_difficult_0026.jpg,YACHT_UNK_UNK_0039.jpg,YACHT,UNK,UNK
yacht_difficult_0027.jpg,YACHT_UNK_UNK_0040.jpg,YACHT,UNK,UNK
yacht_difficult_0028.jpg,YACHT_UNK_UNK_0041.jpg,YACHT,UNK,UNK
yacht_difficult_0029.jpg,YACHT_UNK_UNK_0042.jpg,YACHT,UNK,UNK
yacht_difficult_0030.jpg,YACHT_UNK_UNK_0043.jpg,YACHT,UNK,UNK
yacht_difficult_0031.jpg,YACHT_UNK_UNK_0044.jpg,YACHT,UNK,UNK
yacht_difficult_0032.jpg,YACHT_UNK_UNK_0045.jpg,YACHT,UNK,UNK
yacht_difficult_0033.jpg,YACHT_UNK_UNK_0046.jpg,YACHT,UNK,UNK
yacht_difficult_0034.jpg,YACHT_UNK_UNK_0047.jpg,YACHT,UNK,UNK
yacht_difficult_0035.jpg,YACHT_UNK_UNK_0048.jpg,YACHT,UNK,UNK
yacht_difficult_0036.jpg,YACHT_UNK_UNK_0049.jpg,YACHT,UNK,UNK
yacht_difficult_0037.jpg,YACHT_UNK_UNK_0050.jpg,YACHT,UNK,UNK
yacht_difficult_0038.jpg,YACHT_UNK_UNK_0051.jpg,YACHT,UNK,UNK
yacht_difficult_0039.jpg,YACHT_UNK_UNK_0052.jpg,YACHT,UNK,UNK
yacht_difficult_0040.jpg,YACHT_UNK_UNK_0053.jpg,YACHT,UNK,UNK
yacht_difficult_0041.jpg,YACHT_UNK_UNK_0054.jpg,YACHT,UNK,UNK
yacht_difficult_0042.jpg,YACHT_UNK_UNK_0055.jpg,YACHT,UNK,UNK
yacht_difficult_0043.jpg,YACHT_UNK_UNK_0056.jpg,YACHT,UNK,UNK
yacht_difficult_0044.jpg,YACHT_UNK_UNK_0057.jpg,YACHT,UNK,UNK
yacht_normal_0001.jpg,YACHT_UNK_DAY_0058.jpg,YACHT,UNK,DAY
yacht_normal_0002.jpg,YACHT_UNK_DAY_0059.jpg,YACHT,UNK,DAY
yacht_normal_0003.jpg,YACHT_UNK_DAY_0060.jpg,YACHT,UNK,DAY
yacht_normal_0004.jpg,YACHT_UNK_DAY_0061.jpg,YACHT,UNK,DAY
yacht_normal_0005.jpg,YACHT_UNK_DAY_0062.jpg,YACHT,UNK,DAY
yacht_normal_0006.jpg,YACHT_UNK_DAY_0063.jpg,YACHT,UNK,DAY
yacht_normal_0007.jpg,YACHT_UNK_DAY_0064.jpg,YACHT,UNK,DAY
yacht_normal_0008.jpg,YACHT_UNK_DAY_0065.jpg,YACHT,UNK,DAY
yacht_normal_0009.jpg,YACHT_UNK_DAY_0066.jpg,YACHT,UNK,DAY
yacht_normal_0010.jpg,YACHT_UNK_DAY_0067.jpg,YACHT,UNK,DAY
yacht_normal_0011.jpg,YACHT_UNK_DAY_0068.jpg,YACHT,UNK,DAY
yacht_normal_0012.jpg,YACHT_UNK_DAY_0069.jpg,YACHT,UNK,DAY
yacht_normal_0013.jpg,YACHT_UNK_DAY_0070.jpg,YACHT,UNK,DAY
yacht_normal_0014.jpg,YACHT_UNK_DAY_0071.jpg,YACHT,UNK,DAY
yacht_normal_0015.jpg,YACHT_UNK_DAY_0072.jpg,YACHT,UNK,DAY
yacht_normal_0016.jpg,YACHT_UNK_DAY_0073.jpg,YACHT,UNK,DAY
yacht_normal_0017.jpg,YACHT_UNK_DAY_0074.jpg,YACHT,UNK,DAY
yacht_normal_0018.jpg,YACHT_UNK_DAY_0075.jpg,YACHT,UNK,DAY
yacht_normal_0019.jpg,YACHT_UNK_DAY_0076.jpg,YACHT,UNK,DAY
yacht_normal_0020.jpg,YACHT_UNK_DAY_0077.jpg,YACHT,UNK,DAY
yacht_normal_0021.jpg,YACHT_UNK_DAY_0078.jpg,YACHT,UNK,DAY
yacht_normal_0022.jpg,YACHT_UNK_DAY_0079.jpg,YACHT,UNK,DAY
yacht_normal_0023.jpg,YACHT_UNK_DAY_0080.jpg,YACHT,UNK,DAY
yacht_normal_0024.jpg,YACHT_UNK_DAY_0081.jpg,YACHT,UNK,DAY
yacht_normal_0025.jpg,YACHT_UNK_DAY_0082.jpg,YACHT,UNK,DAY
yacht_normal_0026.jpg,YACHT_UNK_DAY_0083.jpg,YACHT,UNK,DAY
yacht_normal_0027.jpg,YACHT_UNK_DAY_0084.jpg,YACHT,UNK,DAY
yacht_normal_0028.jpg,YACHT_UNK_DAY_0085.jpg,YACHT,UNK,DAY
yacht_normal_0029.jpg,YACHT_UNK_DAY_0086.jpg,YACHT,UNK,DAY
yacht_normal_0030.jpg,YACHT_UNK_DAY_0087.jpg,YACHT,UNK,DAY
yacht_normal_0031.jpg,YACHT_UNK_DAY_0088.jpg,YACHT,UNK,DAY
yacht_normal_0032.jpg,YACHT_UNK_DAY_0089.jpg,YACHT,UNK,DAY
yacht_normal_0033.jpg,YACHT_UNK_DAY_0090.jpg,YACHT,UNK,DAY
yacht_normal_0034.jpg,YACHT_UNK_DAY_0091.jpg,YACHT,UNK,DAY
yacht_normal_0035.jpg,YACHT_UNK_DAY_0092.jpg,YACHT,UNK,DAY
yacht_normal_0036.jpg,YACHT_UNK_DAY_0093.jpg,YACHT,UNK,DAY
yacht_normal_0037.jpg,YACHT_UNK_DAY_0094.jpg,YACHT,UNK,DAY
yacht_normal_0038.jpg,YACHT_UNK_DAY_0095.jpg,YACHT,UNK,DAY
yacht_normal_0039.jpg,YACHT_UNK_DAY_0096.jpg,YACHT,UNK,DAY
yacht_normal_0040.jpg,YACHT_UNK_DAY_0097.jpg,YACHT,UNK,DAY
yacht_normal_0041.jpg,YACHT_UNK_DAY_0098.jpg,YACHT,UNK,DAY
yacht_normal_0042.jpg,YACHT_UNK_DAY_0099.jpg,YACHT,UNK,DAY
yacht_normal_0043.jpg,YACHT_UNK_DAY_0100.jpg,YACHT,UNK,DAY
yacht_normal_0044.jpg,YACHT_UNK_DAY_0101.jpg,YACHT,UNK,DAY
yacht_normal_0045.jpg,YACHT_UNK_DAY_0102.jpg,YACHT,UNK,DAY
yacht_normal_0046.jpg,YACHT_UNK_DAY_0103.jpg,YACHT,UNK,DAY
yacht_normal_0047.jpg,YACHT_UNK_DAY_0104.jpg,YACHT,UNK,DAY
yacht_normal_0048.jpg,YACHT_UNK_DAY_0105.jpg,YACHT,UNK,DAY
yacht_normal_0049.jpg,YACHT_UNK_DAY_0106.jpg,YACHT,UNK,DAY
yacht_normal_0050.jpg,YACHT_UNK_DAY_0107.jpg,YACHT,UNK,DAY
yacht_normal_0051.jpg,YACHT_UNK_DAY_0108.jpg,YACHT,UNK,DAY
yacht_normal_0052.jpg,YACHT_UNK_DAY_0109.jpg,YACHT,UNK,DAY
yacht_normal_0053.jpg,YACHT_UNK_DAY_0110.jpg,YACHT,UNK,DAY
yacht_normal_0054.jpg,YACHT_UNK_DAY_0111.jpg,YACHT,UNK,DAY
yacht_normal_0055.jpg,YACHT_UNK_DAY_0112.jpg,YACHT,UNK,DAY
yacht_normal_0056.jpg,YACHT_UNK_DAY_0113.jpg,YACHT,UNK,DAY
yacht_normal_0057.jpg,YACHT_UNK_DAY_0114.jpg,YACHT,UNK,DAY
yacht_normal_0058.jpg,YACHT_UNK_DAY_0115.jpg,YACHT,UNK,DAY
yacht_normal_0059.jpg,YACHT_UNK_DAY_0116.jpg,YACHT,UNK,DAY
yacht_normal_0060.jpg,YACHT_UNK_DAY_0117.jpg,YACHT,UNK,DAY
yacht_normal_0061.jpg,YACHT_UNK_DAY_0118.jpg,YACHT,UNK,DAY
yacht_normal_0062.jpg,YACHT_UNK_DAY_0119.jpg,YACHT,UNK,DAY
yacht_normal_0063.jpg,YACHT_UNK_DAY_0120.jpg,YACHT,UNK,DAY
yacht_normal_0064.jpg,YACHT_UNK_DAY_0121.jpg,YACHT,UNK,DAY
yacht_normal_0065.jpg,YACHT_UNK_DAY_0122.jpg,YACHT,UNK,DAY
yacht_normal_0066.jpg,YACHT_UNK_DAY_0123.jpg,YACHT,UNK,DAY
yacht_normal_0067.jpg,YACHT_UNK_DAY_0124.jpg,YACHT,UNK,DAY
yacht_normal_0068.jpg,YACHT_UNK_DAY_0125.jpg,YACHT,UNK,DAY
yacht_normal_0069.jpg,YACHT_UNK_DAY_0126.jpg,YACHT,UNK,DAY
yacht_normal_0070.jpg,YACHT_UNK_DAY_0127.jpg,YACHT,UNK,DAY
yacht_normal_0071.jpg,YACHT_UNK_DAY_0128.jpg,YACHT,UNK,DAY
